INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,HANDLING UNIT ID,GEO_LOCATION,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE,Zip Codes,2011 Supervisorial District Boundaries (Official)
1000592,UNINTENTIONAL DISCHARGE INCIDENT,7/12/2015 17:50,11700 S. ALAMEDA STREET,LYNWOOD,CA,90626,2110,CEN,"11700 S. ALAMEDA STREET
LYNWOOD, CA 90626
(33.92792, -118.226293)",CENTURY STN,33.92792,-118.226293,24691,2
1000051,ANIMAL SHOOTING INCIDENT,11/2/2010 22:05,300 N. CULVER AVENUE,COMPTON,CA,90220,2814,COM,"300 N. CULVER AVENUE
COMPTON, CA 90220
(33.897553, -118.225515)",COMPTON STN,33.897553,-118.225515,24349,2
1000196,UNINTENTIONAL DISCHARGE INCIDENT,12/31/2010 11:30,15800 W. PRESERVE LOOP,CHINO,CA,91708,5899,TTCF,"15800 W. PRESERVE LOOP
CHINO, CA 91708
(33.965883, -117.627475)",TWIN TOWERS CORRECTIONAL FACILITY,33.965883,-117.627475,8898,
1000266,UNINTENTIONAL DISCHARGE INCIDENT,11/23/2014 7:45,15600 KERVIN AVENUE,PARAMOUNT,CA,90723,1369,LKD,"15600 KERVIN AVENUE
PARAMOUNT, CA 90723
(33.891918, -118.145797)",LAKEWOOD STN,33.891918,-118.145797,3339,4
1000517,HIT SHOOTING INCIDENT,3/12/2015 18:36,2400 FLOWER STREET,WALNUT PARK,CA,90255,2178,CEN,"2400 FLOWER STREET
WALNUT PARK, CA 90255
(33.971357, -118.230225)",CENTURY STN,33.971357,-118.230225,24689,1
1000589,ANIMAL SHOOTING INCIDENT,10/31/2015 0:30,1000 E. 149TH ST.,COMPTON,CA,90220,,COM,"1000 E. 149TH ST.
COMPTON, CA 90220
(33.897577, -118.256562)",COMPTON STN,33.897577,-118.256562,24349,2
1000534,NON-HIT SHOOTING INCIDENT,7/31/2015 21:15,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,COM,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",COMPTON STN,33.892863,-118.236222,24349,2
1000180,ANIMAL SHOOTING INCIDENT,8/18/2010 10:30,17700 VALEPORT AVENUE,LAKE LOS ANGELES,CA,93535,1197,OSS,"17700 VALEPORT AVENUE
LAKE LOS ANGELES, CA 93535
(34.624833, -117.814855)",OPERATION SAFE STREETS BUREAU,34.624833,-117.814855,26966,5
1000243,UNINTENTIONAL DISCHARGE INCIDENT,3/25/2014 10:22,400 E. 95TH STREET,LOS ANGELES,CA,90003,4339,CMB,"400 E. 95TH STREET
LOS ANGELES, CA 90003
(33.950209, -118.267325)",CIVIL MANAGEMENT BUREAU,33.950209,-118.267325,22352,2
1000444,HIT SHOOTING INCIDENT,5/23/2013 19:28,1600 EAST PALMER STREET,COMPTON,CA,90221,2826,COM,"1600 EAST PALMER STREET
COMPTON, CA 90221
(33.898527, -118.205139)",COMPTON STN,33.898527,-118.205139,24350,2
1000478,HIT SHOOTING INCIDENT,3/16/2014 16:19,43200 16TH STREET WEST,LANCASTER,CA,93534,1126,LCS,"43200 16TH STREET WEST
LANCASTER, CA 93534
(34.669063, -118.158656)",LANCASTER STN,34.669063,-118.158656,26965,5
1000043,ANIMAL SHOOTING INCIDENT,10/24/2010 10:35,1000 N. GAGE STREET,LOS ANGELES,CA,90022,272,ELA,"1000 N. GAGE STREET
LOS ANGELES, CA 90022
(34.04792, -118.184873)",EAST LA STN,34.04792,-118.184873,24028,1
1000467,HIT SHOOTING INCIDENT,10/29/2013 0:01,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,399,SLA,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",SOUTH LOS ANGELES STATION,33.945462,-118.342009,25423,2
1000458,HIT SHOOTING INCIDENT,9/17/2013 16:27,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,283,OSS,"3RD STREET AND HUMPHREYS AVENUE
EAST LOS ANGELES, CA 90063
(34.033221, -118.171927)",OPERATION SAFE STREETS BUREAU,34.033221,-118.171927,23440,1
1000027,ANIMAL SHOOTING INCIDENT,6/8/2010 17:15,9200 BEACH STREET,LOS ANGELES,CA,90002,2172,CEN,"9200 BEACH STREET
LOS ANGELES, CA 90002
(33.953272, -118.241913)",CENTURY STN,33.953272,-118.241913,22351,2
1000505,HIT SHOOTING INCIDENT,11/7/2014 3:48,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,PLM,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",PALMDALE STN,34.623568,-118.218742,27324,5
1000296,HIT SHOOTING INCIDENT,4/18/2010 0:42,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,TSB,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",TRANSIT SERVICES BUREAU,33.926853,-118.236724,24354,2
1000267,UNINTENTIONAL DISCHARGE INCIDENT,11/26/2014 5:36,300 E. 130TH STREET,LOS ANGELES,CA,90061,2140,OSS,"300 E. 130TH STREET
LOS ANGELES, CA 90061
(33.914597, -118.269193)",OPERATION SAFE STREETS BUREAU,33.914597,-118.269193,24355,2
1000691,NON-HIT SHOOTING INCIDENT,2/19/2015 14:10,15700 FOOTHILL BOULEVARD,AZUSA,CA,91702,8332,PKB,"15700 FOOTHILL BOULEVARD
AZUSA, CA 91702
(34.133448, -117.891295)",PARKS BUREAU,34.133448,-117.891295,8894,1
1000311,NON-HIT SHOOTING INCIDENT,7/27/2010 18:57,15300 AVALON BOULEVARD,COMPTON,CA,90248,2199,CEN,"15300 AVALON BOULEVARD
COMPTON, CA 90248
(33.892958, -118.265233)",CENTURY STN,33.892958,-118.265233,24349,2
1000370,HIT SHOOTING INCIDENT,12/17/2011 4:57,400 SOLANO AVENUE,LOS ANGELES,CA,90012,6891,TSB,"400 SOLANO AVENUE
LOS ANGELES, CA 90012
(34.070999, -118.230158)",TRANSIT SERVICES BUREAU,34.070999,-118.230158,22728,1
1000472,NON-HIT SHOOTING INCIDENT,12/4/2013 7:35,1700 NORTH GRAMERCY PLACE,LOS ANGELES,CA,90028,973,MCB,"1700 NORTH GRAMERCY PLACE
LOS ANGELES, CA 90028
(34.101714, -118.312239)",MAJOR CRIMES BUREAU,34.101714,-118.312239,23446,3
1001402,HIT SHOOTING INCIDENT,2/5/2018 0:07,12000 ARTESIA BOULEVARD,ARTESIA,CA,90701,1348,LKD,"12000 ARTESIA BOULEVARD
ARTESIA, CA 90701
(33.87295, -118.082145)",LAKEWOOD STN,33.87295,-118.082145,26323,4
1000357,NON-HIT SHOOTING INCIDENT,7/23/2011 1:58,9200 WOODLEY AVENUE,LOS ANGELES,CA,91343,6885,TSB,"9200 WOODLEY AVENUE
LOS ANGELES, CA 91343
(34.237522, -118.485047)",TRANSIT SERVICES BUREAU,34.237522,-118.485047,18914,3
1000212,UNINTENTIONAL DISCHARGE INCIDENT,5/30/2012 7:40,900 W. D STREET,WILMINGTON,CA,90744,6853,TSB,"900 W. D STREET
WILMINGTON, CA 90744
(33.773603, -118.272398)",TRANSIT SERVICES BUREAU,33.773603,-118.272398,3350,4
1000084,ANIMAL SHOOTING INCIDENT,5/17/2012 18:15,1700 144TH STREET,GARDENA,CA,90247,3603,COP,"1700 144TH STREET
GARDENA, CA 90247
(33.900989, -118.30722)",COPS BUREAU,33.900989,-118.30722,24684,2
1000474,NON-HIT SHOOTING INCIDENT,1/21/2014 14:40,300 MARGNOLIA STREET,COMPTON,CA,90220,2814,COM,"300 MARGNOLIA STREET
COMPTON, CA 90220
(33.896936, -118.226488)",COMPTON STN,33.896936,-118.226488,24349,2
1000253,UNINTENTIONAL DISCHARGE INCIDENT,8/27/2014 9:55,11900 SANTA FE AVENUE,LYNWOOD,CA,90262,2405,COP,"11900 SANTA FE AVENUE
LYNWOOD, CA 90262
(33.920473, -118.218112)",COPS BUREAU,33.920473,-118.218112,24691,2
1000185,ANIMAL SHOOTING INCIDENT,12/19/2014 22:30,3500 BURTON AVENUE,LYNWOOD,CA,90262,2899,OSS,"3500 BURTON AVENUE
LYNWOOD, CA 90262
(33.915884, -118.208752)",OPERATION SAFE STREETS BUREAU,33.915884,-118.208752,24691,2
1000231,UNINTENTIONAL DISCHARGE INCIDENT,8/4/2013 21:20,300 S. WILLOWBROOK AVENUE,COMPTON,CA,90220,2811,COM,"300 S. WILLOWBROOK AVENUE
COMPTON, CA 90220
(33.894766, -118.223992)",COMPTON STN,33.894766,-118.223992,24349,2
1000174,ANIMAL SHOOTING INCIDENT,11/19/2011 13:42,700 W. AVENUE H-2,LANCASTER,CA,93534,1121,LCS,"700 W. AVENUE H-2
LANCASTER, CA 93534
(34.716812, -118.141296)",LANCASTER STN,34.716812,-118.141296,26965,5
1000451,HIT SHOOTING INCIDENT,7/24/2013 23:38,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,2844,COM,"1300 SOUTH LONG BEACH BLVD
COMPTON, CA 90221
(33.884753, -118.20588)",COMPTON STN,33.884753,-118.20588,24350,2
1000331,HIT SHOOTING INCIDENT,11/26/2010 21:16,18500 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,2931,WAL,"18500 COLIMA ROAD
ROWLAND HEIGHTS, CA 91748
(33.98808, -117.90122)",WALNUT/SAN DIMAS STN,33.98808,-117.90122,9329,4
1000087,ANIMAL SHOOTING INCIDENT,6/5/2012 15:24,2400 E. 114TH STREET,LOS ANGELES,CA,90059,2135,CEN,"2400 E. 114TH STREET
LOS ANGELES, CA 90059
(33.93133, -118.229934)",CENTURY STN,33.93133,-118.229934,24354,2
1001404,HIT SHOOTING INCIDENT,2/6/2018 22:00,5000 EAST 3RD STREET,EAST LOS ANGELES,CA,90022,282,ELA,"5000 EAST 3RD STREET
EAST LOS ANGELES, CA 90022
(34.033441, -118.161978)",EAST LA STN,34.033441,-118.161978,23440,1
1000459,NON-HIT SHOOTING INCIDENT,9/22/2013 16:25,7300 ALONDRA BLVD,PARAMOUNT,CA,90723,1367,LKD,"7300 ALONDRA BLVD
PARAMOUNT, CA 90723
(33.889076, -118.171578)",LAKEWOOD STN,33.889076,-118.171578,3339,4
1000193,UNINTENTIONAL DISCHARGE INCIDENT,8/18/2010 5:50,27600 AVENIDA DEL MESA,RANCHO PALOS VERDES,CA,90275,1747,LMT,"27600 AVENIDA DEL MESA
RANCHO PALOS VERDES, CA 90275
(33.770069, -118.316115)",LOMITA STN,33.770069,-118.316115,25068,4
1000255,UNINTENTIONAL DISCHARGE INCIDENT,9/4/2014 10:59,800 MAPLE AVENUE,TORRANCE,CA,90503,4490,COP,"800 MAPLE AVENUE
TORRANCE, CA 90503
(33.839259, -118.340066)",COPS BUREAU,33.839259,-118.340066,25717,4
1000502,HIT SHOOTING INCIDENT,10/29/2014 0:00,4200 164TH STREET,LAWNDALE,CA,90260,334,SLA,"4200 164TH STREET
LAWNDALE, CA 90260
(33.881847, -118.349682)",SOUTH LOS ANGELES STATION,33.881847,-118.349682,24690,2
1000414,HIT SHOOTING INCIDENT,8/29/2012 17:57,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,1617,CSN,"21200 SOUTH FIGUEROA STREET
CARSON, CA 90745
(33.836654, -118.285976)",CARSON STN,33.836654,-118.285976,3354,2
1000076,ANIMAL SHOOTING INCIDENT,2/13/2012 7:40,8600 JOHN AVENUE,LOS ANGELES,CA,90002,2176,CEN,"8600 JOHN AVENUE
LOS ANGELES, CA 90002
(33.959709, -118.248904)",CENTURY STN,33.959709,-118.248904,22350,2
1000111,ANIMAL SHOOTING INCIDENT,12/8/2012 12:05,7300 WALNUT AVENUE,PARAMOUNT,CA,90723,1361,LKD,"7300 WALNUT AVENUE
PARAMOUNT, CA 90723
(33.914905, -118.171688)",LAKEWOOD STN,33.914905,-118.171688,3339,4
1000222,UNINTENTIONAL DISCHARGE INCIDENT,1/27/2013 7:30,2200 SANTA ANITA CANYON ROAD,MONROVIA,CA,91016,2199,SEB,"2200 SANTA ANITA CANYON ROAD
MONROVIA, CA 91016
(34.180266, -118.024946)",SPECIAL ENFORCEMENT BUR,34.180266,-118.024946,,5
1000393,ANIMAL SHOOTING INCIDENT,8/30/2015 17:45,MALIBU CANYON ROAD AND SEAVER WAY,MALIBU,CA,90265,1015,LHS,"MALIBU CANYON ROAD AND SEAVER WAY
MALIBU, CA 90265
(34.039084, -118.701768)",LOS HILLS STATION,34.039084,-118.701768,25063,3
1000169,ANIMAL SHOOTING INCIDENT,5/25/2010 11:40,16100 S. ESSEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2853,COM,"16100 S. ESSEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.887836, -118.204052)",COMPTON STN,33.887836,-118.204052,24350,2
1000353,HIT SHOOTING INCIDENT,5/25/2011 20:33,11600 SOUTH CENTRAL AVENUE,LOS ANGELES,CA,90059,2131,CEN,"11600 SOUTH CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.929468, -118.25428)",CENTURY STN,33.929468,-118.25428,24354,2
1001401,UNINTENTIONAL DISCHARGE INCIDENT,2/5/2018 14:09,11600 ROMA STREET,SANTA FE SPRINGS,CA,90670,3199,CEN,"11600 ROMA STREET
SANTA FE SPRINGS, CA 90670
(33.948564, -118.079601)",CENTURY STN,33.948564,-118.079601,25736,4
1000479,HIT SHOOTING INCIDENT,2/14/2014 12:20,1100 E. PACIFIC COAST HIGHWAY,LONG BEACH,CA,90806,1399,MCB,"1100 E. PACIFIC COAST HIGHWAY
LONG BEACH, CA 90806
(33.78985, -118.178393)",MAJOR CRIMES BUREAU,33.78985,-118.178393,4026,4
1000203,UNINTENTIONAL DISCHARGE INCIDENT,7/7/2011 8:00,7800 TELEGRAPH ROAD,DOWNEY,CA,90240,6837,TSB,"7800 TELEGRAPH ROAD
DOWNEY, CA 90240
(33.97237, -118.120681)",TRANSIT SERVICES BUREAU,33.97237,-118.120681,25735,1
1000453,NON-HIT SHOOTING INCIDENT,8/26/2013 3:30,1200 123RD STREET,LOS ANGELES,CA,90044,378,SLA,"1200 123RD STREET
LOS ANGELES, CA 90044
(33.921184, -118.296362)",SOUTH LOS ANGELES STATION,33.921184,-118.296362,23675,2
1000048,ANIMAL SHOOTING INCIDENT,1/14/2010 10:10,900 BELSON STREET,TORRANCE,CA,90502,1697,CSN,"900 BELSON STREET
TORRANCE, CA 90502
(33.817403, -118.290348)",CARSON STN,33.817403,-118.290348,25716,2
1000388,HIT SHOOTING INCIDENT,3/7/2012 14:49,10300 LOU DILLON AVENUE,LOS ANGELES,CA,90059,2199,OSS,"10300 LOU DILLON AVENUE
LOS ANGELES, CA 90059
(33.943123, -118.234839)",OPERATION SAFE STREETS BUREAU,33.943123,-118.234839,22351,2
1000081,ANIMAL SHOOTING INCIDENT,2/10/2011 9:20,2300 W. ALONDRA BOULEVARD,COMPTON,CA,90220,2031,COM,"2300 W. ALONDRA BOULEVARD
COMPTON, CA 90220
(33.887153, -118.252869)",COMPTON STN,33.887153,-118.252869,24349,2
1000103,ANIMAL SHOOTING INCIDENT,10/11/2012 6:45,3900 HAMPSTEAD ROAD,LA CANADA FLINTRIDGE,CA,91011,1264,CVS,"3900 HAMPSTEAD ROAD
LA CANADA FLINTRIDGE, CA 91011
(34.186374, -118.199375)",CRESCENTA VALLEY STATION,34.186374,-118.199375,2832,5
1000113,ANIMAL SHOOTING INCIDENT,2/23/2013 17:15,37300 BRIARWOOD COURT,PALMDALE,CA,93550,2611,PLM,"37300 BRIARWOOD COURT
PALMDALE, CA 93550
(34.560714, -118.118868)",PALMDALE STN,34.560714,-118.118868,27323,5
1000469,HIT SHOOTING INCIDENT,11/5/2013 10:10,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,IRC,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",INMATE RECEPTION CENTER,33.849207,-118.191563,4015,4
1000190,UNINTENTIONAL DISCHARGE INCIDENT,4/1/2010 17:20,15000 RINALDI STREET,MISSION HILLS,CA,91346,5699,NCCF,"15000 RINALDI STREET
MISSION HILLS, CA 91346
(34.279014, -118.45996)",NORTH COUNTY CORRECTIONAL FACILITY,34.279014,-118.45996,19330,3
1000323,HIT SHOOTING INCIDENT,8/21/2010 22:48,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,2140,CEN,"12000 CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.923716, -118.254326)",CENTURY STN,33.923716,-118.254326,24354,2
1000079,ANIMAL SHOOTING INCIDENT,3/15/2012 8:00,3RD STREET AND MEDNICK AVENUE,EAST LOS ANGELES,CA,90022,281,ELA,"3RD STREET AND MEDNICK AVENUE
EAST LOS ANGELES, CA 90022
(34.033265, -118.162266)",EAST LA STN,34.033265,-118.162266,23440,1
1000433,NON-HIT SHOOTING INCIDENT,3/14/2013 12:10,1100 ORANGE GROVE BLVD,PASADENA,CA,91105,3199,HOM,"1100 ORANGE GROVE BLVD
PASADENA, CA 91105
(34.126946, -118.158199)",HOMICIDE BUREAU,34.126946,-118.158199,3233,5
1000423,HIT SHOOTING INCIDENT,11/14/2012 19:43,12800 COOKACRE AVENUE,COMPTON,CA,90221,2851,COM,"12800 COOKACRE AVENUE
COMPTON, CA 90221
(33.906154, -118.194778)",COMPTON STN,33.906154,-118.194778,24350,2
1000531,HIT SHOOTING INCIDENT,7/6/2015 10:45,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,LKD,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",LAKEWOOD STN,33.856293,-118.124029,3332,4
1000462,HIT SHOOTING INCIDENT,10/6/2013 15:30,6000 BLOCK OF WEST VENICE BLVD,LOS ANGELES,CA,90034,6893,TSB,"6000 BLOCK OF WEST VENICE BLVD
LOS ANGELES, CA 90034
(34.006282, -118.428977)",TRANSIT SERVICES BUREAU,34.006282,-118.428977,24031,2
1000061,ANIMAL SHOOTING INCIDENT,7/14/2011 7:20,9300 ROSE STREET,ROSEMEAD,CA,91770,3605,NARCO,"9300 ROSE STREET
ROSEMEAD, CA 91770
(34.084559, -118.065191)",NARCOTICS BUREAU,34.084559,-118.065191,10133,1
1000227,UNINTENTIONAL DISCHARGE INCIDENT,5/8/2013 20:15,9600 CROESUS,LOS ANGELES,CA,90002,2130,PKB,"9600 CROESUS
LOS ANGELES, CA 90002
(33.949381, -118.234028)",PARKS BUREAU,33.949381,-118.234028,22351,2
1000460,HIT SHOOTING INCIDENT,9/25/2013 14:50,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,3499,MCB,"1700 BURNSIDE AVENUE
LOS ANGELES, CA 90019
(34.043173, -118.356797)",MAJOR CRIMES BUREAU,34.043173,-118.356797,23080,2
1000468,HIT SHOOTING INCIDENT,11/1/2013 3:03,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,SEB,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",SPECIAL ENFORCEMENT BUR,33.885488,-118.169069,3339,4
1000873,HIT SHOOTING INCIDENT,9/1/2016 0:00,"1700 BLK E 84TH STREET, LA",LOS ANGELES,CA,90001,2174,CEN,"1700 BLK E 84TH STREET, LA
LOS ANGELES, CA 90001
(33.961791, -118.241796)",CENTURY STN,33.961791,-118.241796,22350,2
1000532,HIT SHOOTING INCIDENT,7/5/2015 21:41,12200 216TH STREET,LAKEWOOD,CA,90716,1352,LKD,"12200 216TH STREET
LAKEWOOD, CA 90716
(33.833279, -118.071703)",LAKEWOOD STN,33.833279,-118.071703,3334,4
1001421,HIT SHOOTING INCIDENT,3/6/2018 3:36,29400 MCVICKER CANYON PARK ROAD,LAKE ELSINORE,CA,92530,3199,TT,"29400 MCVICKER CANYON PARK ROAD
LAKE ELSINORE, CA 92530
(33.693043, -117.413218)",TWIN TOWERS,33.693043,-117.413218,12178,
1000398,NON-HIT SHOOTING INCIDENT,4/17/2012 16:10,CEDAR STREET WEST OF BELLFLOWER BLVD,BELLFLOWER,CA,90706,1334,LKD,"CEDAR STREET WEST OF BELLFLOWER BLVD
BELLFLOWER, CA 90706
(33.871191, -118.125184)",LAKEWOOD STN,33.871191,-118.125184,26326,4
1000141,ANIMAL SHOOTING INCIDENT,12/21/2013 8:09,2000 E. COMPTON BOULEVARD,COMPTON,CA,90220,2826,COM,"2000 E. COMPTON BOULEVARD
COMPTON, CA 90220
(33.896023, -118.201603)",COMPTON STN,33.896023,-118.201603,24350,2
1000276,UNINTENTIONAL DISCHARGE INCIDENT,4/29/2015 20:00,200 W. TEMPLE STREET,LOS ANGELES,CA,90012,4016,CSD,"200 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.054473, -118.242085)",COURT SERVICES DIV HQ,34.054473,-118.242085,22728,1
1000068,ANIMAL SHOOTING INCIDENT,8/31/2011 19:15,700 W. ROSECRANS AVENUE,COMPTON,CA,90222,2814,IRC,"700 W. ROSECRANS AVENUE
COMPTON, CA 90222
(33.903259, -118.236268)",INMATE RECEPTION CENTER,33.903259,-118.236268,24349,2
1000442,HIT SHOOTING INCIDENT,5/22/2013 11:40,5800 ALOTT AVENUE,VAN NUYS,CA,91401,3199,MCB,"5800 ALOTT AVENUE
VAN NUYS, CA 91401
(34.175726, -118.427941)",MAJOR CRIMES BUREAU,34.175726,-118.427941,19729,3
1000508,HIT SHOOTING INCIDENT,5/14/2013 21:15,7200 RICHFIELD AVENUE,PARAMOUNT,CA,90723,1364,LKD,"7200 RICHFIELD AVENUE
PARAMOUNT, CA 90723
(33.901823, -118.173125)",LAKEWOOD STN,33.901823,-118.173125,3339,4
1000496,HIT SHOOTING INCIDENT,8/18/2014 11:30,8800 ARTESIA BOULEVARD,BELLFLOWER,CA,90706,1335,SEB,"8800 ARTESIA BOULEVARD
BELLFLOWER, CA 90706
(33.874752, -118.14454)",SPECIAL ENFORCEMENT BUR,33.874752,-118.14454,26326,4
1000336,HIT SHOOTING INCIDENT,1/8/2011 0:47,8000 WADSWORTH AVENUE,LOS ANGELES,CA,90001,2199,CEN,"8000 WADSWORTH AVENUE
LOS ANGELES, CA 90001
(33.966244, -118.25858)",CENTURY STN,33.966244,-118.25858,22350,2
1000022,ANIMAL SHOOTING INCIDENT,5/17/2010 22:05,9300 KALMIA STREET,LOS ANGELES,CA,90002,2177,CEN,"9300 KALMIA STREET
LOS ANGELES, CA 90002
(33.952258, -118.231723)",CENTURY STN,33.952258,-118.231723,22351,2
1000412,HIT SHOOTING INCIDENT,8/16/2012 12:18,1300 PALMER STREET,COMPTON,CA,90221,2824,COM,"1300 PALMER STREET
COMPTON, CA 90221
(33.898364, -118.209512)",COMPTON STN,33.898364,-118.209512,24350,2
1000361,HIT SHOOTING INCIDENT,9/9/2011 21:19,2400 CYPRESS STREET,COMPTON,CA,90220,2830,COM,"2400 CYPRESS STREET
COMPTON, CA 90220
(33.887564, -118.254348)",COMPTON STN,33.887564,-118.254348,24349,2
1000272,UNINTENTIONAL DISCHARGE INCIDENT,1/27/2015 18:32,200 S. WALNUT AVENUE,SAN DIMAS,CA,91773,813,CSD,"200 S. WALNUT AVENUE
SAN DIMAS, CA 91773
(34.105197, -117.802773)",COURT SERVICES DIV HQ,34.105197,-117.802773,10134,5
1000167,ANIMAL SHOOTING INCIDENT,1/26/2015 21:30,4600 170TH STREET,LAWNDALE,CA,90260,333,SLA,"4600 170TH STREET
LAWNDALE, CA 90260
(33.876628, -118.357752)",SOUTH LOS ANGELES STATION,33.876628,-118.357752,24690,2
1000349,HIT SHOOTING INCIDENT,4/5/2011 20:59,800 E. 76TH PLACE,LOS ANGELES,CA,90001,2172,CEN,"800 E. 76TH PLACE
LOS ANGELES, CA 90001
(33.970271, -118.260616)",CENTURY STN,33.970271,-118.260616,22350,2
1000004,ANIMAL SHOOTING INCIDENT,6/2/2011 7:20,800 GAGE AVENUE,LOS ANGELES,CA,90063,977,WHD,"800 GAGE AVENUE
LOS ANGELES, CA 90063
(34.04486, -118.184667)",WEST HOLLYWOOD STN,34.04486,-118.184667,24028,1
1000037,ANIMAL SHOOTING INCIDENT,9/12/2010 15:25,1500 W. 133RD STREET,COMPTON,CA,90222,2812,COM,"1500 W. 133RD STREET
COMPTON, CA 90222
(33.91171, -118.248887)",COMPTON STN,33.91171,-118.248887,24677,2
1000480,NON-HIT SHOOTING INCIDENT,3/25/2014 21:12,300 WEST REEVE STREET,COMPTON,CA,90220,2836,COM,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",COMPTON STN,33.886765,-118.225919,24349,2
1000252,UNINTENTIONAL DISCHARGE INCIDENT,8/24/2014 21:00,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,IRC,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",INMATE RECEPTION CENTER,34.058657,-118.233016,22728,1
1000164,OTHER SHOOTING INCIDENT,2/21/2014 8:00,15400 KLAMATH STREET,L APUENTE,CA,91744,1432,IDT,"15400 KLAMATH STREET
L APUENTE, CA 91744
(34.038508, -117.949762)",INDUSTRY STN,34.038508,-117.949762,9324,1
1000457,HIT SHOOTING INCIDENT,9/14/2013 22:14,"1400 
EAST GAGE AVENUE",LOS ANGELES,CA,90001,2170,CEN,"1400 EAST GAGE AVENUE
LOS ANGELES, CA 90001
(33.982041, -118.249885)",CENTURY STN,33.982041,-118.249885,22350,2
1000301,NON-HIT SHOOTING INCIDENT,6/5/2010 2:41,4200 E. UNION PACIFIC AVE.,EAST LOS ANGELES,CA,90023,278,ELA,"4200 E. UNION PACIFIC AVE.
EAST LOS ANGELES, CA 90023
(34.016546, -118.183704)",EAST LA STN,34.016546,-118.183704,23441,1
1000075,ANIMAL SHOOTING INCIDENT,2/1/2012 8:00,600 SAYBROOK AVENUE,EAST LOS ANGELES,CA,90022,287,ELA,"600 SAYBROOK AVENUE
EAST LOS ANGELES, CA 90022
(34.018716, -118.1347)",EAST LA STN,34.018716,-118.1347,25733,1
1000649,HIT SHOOTING INCIDENT,7/29/2015 23:40,12000 ROSE HEDGE DRIVE,PICO RIVERA,CA,90606,1577,PRV,"12000 ROSE HEDGE DRIVE
PICO RIVERA, CA 90606
(33.971424, -118.053384)",PICO RIVERA STN,33.971424,-118.053384,25726,4
1000348,NON-HIT SHOOTING INCIDENT,3/29/2011 1:23,11800 S FIGUEROA STREET,LOS ANGELES,CA,90061,2140,CEN,"11800 S FIGUEROA STREET
LOS ANGELES, CA 90061
(33.926323, -118.282588)",CENTURY STN,33.926323,-118.282588,24355,2
1000660,HIT SHOOTING INCIDENT,12/20/2015 2:58,37900 47TH STREET EAST,PALMDALE,CA,93552,2607,PLM,"37900 47TH STREET EAST
PALMDALE, CA 93552
(34.570664, -118.045023)",PALMDALE STN,34.570664,-118.045023,27325,5
1000492,NON-HIT SHOOTING INCIDENT,8/15/2013 17:44,4100 NAOMI AVENUE,LOS ANGELES,CA,90011,399,SLA,"4100 NAOMI AVENUE
LOS ANGELES, CA 90011
(34.009238, -118.253793)",SOUTH LOS ANGELES STATION,34.009238,-118.253793,22727,2
1000434,HIT SHOOTING INCIDENT,4/10/2013 23:58,3500 58TH STREET,LOS ANGELES,CA,90270,250,ELA,"3500 58TH STREET
LOS ANGELES, CA 90270
(33.989961, -118.203349)",EAST LA STN,33.989961,-118.203349,25065,1
1000257,UNINTENTIONAL DISCHARGE INCIDENT,9/19/2014 22:00,4800 ELIZABETH STREET,CUDAHY,CA,90201,262,ELA,"4800 ELIZABETH STREET
CUDAHY, CA 90201
(33.962868, -118.182939)",EAST LA STN,33.962868,-118.182939,24345,1
